timestamp,strategi,mode,aksi,market,condition_id,outcome,harga,size_usd,skor,edge_pct,keterangan,end_date,resolved,menang,pnl
2026-07-17T07:46:51.556844+00:00,copytrade,paper,skip_harga,France vs. England: O/U 0.5,0x5c79f8c2635dda4d5febf466d41440193188064333d8fdd3063cbf086c5634c6,Over,0.9605,,,,harga 0.9605 > maxprice 0.85 (favorit),2026-07-18,,,
2026-07-17T07:46:51.731485+00:00,copytrade,paper,skip_harga,Exact Score: Spain 2 - 1 Argentina?,0xc0323c82e7c226ec9111655432859147e45e54c7801506ef1749bbb99a03a7a5,No,0.905,,,,harga 0.905 > maxprice 0.85 (favorit),2026-07-19,,,
2026-07-17T07:46:51.874323+00:00,copytrade,paper,ikut,Spain vs. Argentina: Argentina O/U 1.5,0x8dfebe04a1f4ffc6574545b2403a59edd9fcf84066233df089233213cd1f6eca,Under,0.725,2.5,6.04,,1 trader · dry_run [agresif],2026-07-19,,,
2026-07-17T07:46:52.480458+00:00,copytrade,paper,skip_harga,Exact Score: France 1 - 0 England?,0xf6da240f26a27f3712d285459c0a4d237059942fbc132bb1e97625d360ead519,No,0.935,,,,harga 0.935 > maxprice 0.85 (favorit),2026-07-18,,,
2026-07-17T07:46:52.638668+00:00,copytrade,paper,skip_harga,Spain vs. Argentina: O/U 7.5,0x468c789fefdc799207b3bca2482476b6cd6478d8416481961bc910fdaeedc664,Under,0.9945,,,,harga 0.9945 > maxprice 0.85 (favorit),2026-07-19,,,
2026-07-17T07:46:52.777959+00:00,copytrade,paper,ikut,Will Qingdao Xihaian FC win on 2026-07-18?,0xa48148b874d0494d58d6b9479c135d18227bb90a862f3c434b194c43fc9e878a,Yes,0.205,2.5,6.04,,1 trader · dry_run [agresif],2026-07-18,,,
2026-07-17T07:46:53.362672+00:00,copytrade,paper,ikut,Spain vs. Argentina: 1st Half O/U 1.5,0x5fc001e416aaaea70bfa4c8a230b49db910555af969db18e2d2f8611c36aabb0,Under,0.725,2.5,6.04,,1 trader · dry_run [agresif],2026-07-19,,,
2026-07-17T07:46:53.956302+00:00,copytrade,paper,skip_harga,Exact Score: Spain 3 - 1 Argentina?,0x8e5ca27d3dc12409efec1afd6e198ffa2c71122e57c45e3c89e50cf80137a6b1,Yes,0.0375,,,,harga 0.0375 < minprice 0.15 (longshot),2026-07-19,,,
2026-07-17T07:46:54.082400+00:00,copytrade,paper,ikut,Will Argentina win on 2026-07-19?,0x0c9ea0b1503b95b499975674aefdbd6c235f68885f2a812e97ca96016b207e43,No,0.735,2.5,6.04,,1 trader · dry_run [agresif],2026-07-19,,,
2026-07-17T07:46:54.698120+00:00,copytrade,paper,ikut,Spread: Henan FC (-2.5),0xca5d30efd864e27401581f35f7d2a5f71070d05122866c4a216f85f3b9c18806,Henan FC,0.3449,2.5,6.04,,1 trader · dry_run [agresif],2026-07-17,,,
2026-07-17T07:46:55.288909+00:00,copytrade,paper,skip_harga,Spread: England (-5.5),0xc154d88238c4cf3fda192b0f990e7aba802748ba98ca5693025d03e78bbe4c59,France,0.998,,,,harga 0.998 > maxprice 0.85 (favorit),2026-07-18,,,
2026-07-17T07:46:55.424589+00:00,copytrade,paper,ikut,Beijing Guoan FC vs. Liaoning Tieren FC: O/U 3.5,0x2e4edbb8492b2e5eacfdd3633d0971b064246ece4e90dd8807f4a4eb565ee12f,Over,0.485,2.5,6.04,,1 trader · dry_run [agresif],2026-07-17,,,
2026-07-17T07:46:56.029194+00:00,copytrade,paper,skip_harga,Spread: England (-4.5),0x4bf94f890adbc3afd98489b8776a4e241efedad3ae69f18e96f37ddf16f9b8e4,France,0.997,,,,harga 0.997 > maxprice 0.85 (favorit),2026-07-18,,,
2026-07-17T07:46:56.167809+00:00,copytrade,paper,skip_harga,Spain vs. Argentina: O/U 8.5,0x86f34ab96a61a63bcfdd36d05123e58b97e6d582c14eaac342184dab20e25141,Under,0.998,,,,harga 0.998 > maxprice 0.85 (favorit),2026-07-19,,,
2026-07-17T07:46:56.297937+00:00,copytrade,paper,skip_harga,Exact Score: France 3 - 0 England?,0x187c0daf255d7c1fa525e092e9c687d551cb4296486e9260070a63efe926dcd7,No,0.9545,,,,harga 0.9545 > maxprice 0.85 (favorit),2026-07-18,,,
2026-07-17T07:46:56.454353+00:00,copytrade,paper,skip_harga,Spain vs. Argentina: O/U 4.5,0xb1876c5b40e321d4efbd20415eb84c4c72b501894c6449cf609236c1401463e6,Under,0.895,,,,harga 0.895 > maxprice 0.85 (favorit),2026-07-19,,,
2026-07-17T07:46:56.590623+00:00,copytrade,paper,ikut,France vs. England: England O/U 2.5,0xfb6e56ecbbefcb33da03c251303b619b6c045df37347a49ecd50b89b1b9cfc3f,Over,0.17,2.5,6.04,,1 trader · dry_run [agresif],2026-07-18,,,
2026-07-17T07:46:57.180384+00:00,copytrade,paper,skip_harga,Exact Score: Henan FC 1 - 3 Qingdao Hainiu FC?,0x143f2ea5d44c8112183fb1a3be23f09219392a7ad0fb5042252cb21b385ec647,No,0.993,,,,harga 0.993 > maxprice 0.85 (favorit),2026-07-17,,,
2026-07-17T07:46:57.301306+00:00,copytrade,paper,skip_harga,Spain vs. Argentina: O/U 6.5,0x60dd9eb4bcc94c6f9e9ecd8d2ddf2b290f1adba1cdcc566f5e2284606db39a41,Under,0.987,,,,harga 0.987 > maxprice 0.85 (favorit),2026-07-19,,,
2026-07-17T07:46:57.446643+00:00,copytrade,paper,skip_harga,Spread: England (-1.5),0x1e2e5a20fcfa2b1fa6401d7c7322a055cf2c2e23f8379174c2214d8ba73ddf47,France,0.895,,,,harga 0.895 > maxprice 0.85 (favorit),2026-07-18,,,
2026-07-17T07:46:57.571107+00:00,copytrade,paper,ikut,Exact Score: Chicago Fire FC 1 - 2 Vancouver Whitecaps FC?,0xa26b10762096ade1fc322372d963e41ae8d1a128cf7ac430ca269ebda3788335,No,0.75,2.5,6.04,,1 trader · dry_run [agresif],2026-07-17,,,
2026-07-17T07:46:58.199430+00:00,copytrade,paper,skip_harga,Spain vs. Argentina: O/U 5.5,0x2d846d44faef4bc887807e81a165e10b2faf772470e4e66cc7d9ba89d41324d4,Under,0.9615,,,,harga 0.9615 > maxprice 0.85 (favorit),2026-07-19,,,
